protein1,protein2,weight
FTH1,RPL23,0.169
PES1,SIN3A,0.169
NCL,EIF3H,0.169
GYS1,PIGP,0.169
SKP2,TOMM70,0.169
TRAPPC5,POLR2L,0.169
LSM4,RPS15,0.169
RPL27,INTS5,0.169
RPS19,RANBP2,0.169
POLR3E,NUP62,0.169
IRAK1,CWC27,0.169
SAP30,MDM2,0.169
AFF4,NOP56,0.169
RBBP7,RPL17,0.169
VASP,APP,0.169
KDM6A,SGF29,0.169
PPIE,POLR2J,0.169
RPS19,CPSF3,0.169
LSM4,DPY30,0.169
FTH1,RPL5,0.169
POLR3C,NDUFS5,0.169
CENPU,CWC27,0.169
RPL27,NDUFB4,0.169
KDM6A,RABGEF1,0.169
NOL10,TAF1B,0.169
ACTG1,RPL23A,0.169
CDC20,CRBN,0.169
RBBP4,PSMD8,0.169
NOL10,CWC22,0.169
PES1,METTL14,0.169
TAF1A,CENPL,0.169
FIP1L1,KDR,0.169
TOMM22,RPL23A,0.169
UTP15,SAP18,0.169
CDC20,SART1,0.169
UTP15,CDC40,0.169
SUPT7L,KRIT1,0.169
ECI1,NDUFA1,0.169
UTP15,STT3A,0.169
TERF2,AKT1,0.169
PES1,AGO2,0.169
NOP56,AFF4,0.169
WTAP,FBL,0.169
RELA,NUP62,0.169
ELOC,RPS26,0.169
SEH1L,AKT1,0.169
ERBB2,ACTR2,0.169
WTAP,CDC5L,0.169
RELA,RPL15,0.169
KDM6A,PTPRC,0.169
PSMD8,POLR2L,0.169
PDCD11,CENPI,0.169
ACTG1,PSMB7,0.169
SS18,CNOT2,0.169
ACTG1,EPHA2,0.169
UTP15,EMC1,0.169
SS18,CDK4,0.169
RPS14,IKBKG,0.169
FGF7,CXCR6,0.169
SS18,G3BP1,0.169
RPL24,NDUFA13,0.169
PDCD11,CENPO,0.169
PES1,EIF2B3,0.169
ZZZ3,MRPS15,0.169
ADRM1,RPL24,0.169
UTP15,RBBP5,0.169
CCNA1,TAF2,0.169
FLT1,CXCR6,0.169
FBL,SRC,0.169
TGFBRAP1,FCHO1,0.169
TGFBRAP1,MRPS9,0.169
KDM6A,LIF,0.169
TERF2,PMF1,0.169
CALR,AP2M1,0.169
NOP56,SRRM1,0.169
CENPW,GAPDHS,0.169
PES1,PRPF31,0.169
RABEP1,EXOC8,0.169
AFF1,SREBF2,0.169
NUP93,CDK4,0.169
POLR2C,HADHB,0.169
TRRAP,CHTF18,0.169
RRP9,ADRM1,0.169
XAB2,RRP7A,0.169
AFF4,SREBF2,0.169
HMGCS2,RPL35,0.169
XAB2,HIRA,0.169
XAB2,PALB2,0.169
NUP133,TRRAP,0.169
RPL24,UPF1,0.169
RPL24,ADRM1,0.169
TRRAP,NUP133,0.169
SLF1,NUP107,0.169
TRRAP,RFC4,0.169
SLF1,NUP160,0.169
RBBP4,DKC1,0.169
ARMC8,PCID2,0.169
SLF1,CENPQ,0.169
HSP90AB1,DCP2,0.169
FTH1,PSMA6,0.169
COX5B,VPS26A,0.169
CENPW,DPAGT1,0.169
NUP93,GAPDH,0.169
SMN1,FGFR2,0.169
RPS6KB1,ITGB3,0.169
MRPS10,SLU7,0.169
HAUS1,PSMD10,0.169
CCNA1,BMP2,0.169
KMT2C,SRC,0.169
FTL,NFKBIA,0.169
ACTR2,ERBB2,0.169
PCNA,RPL12,0.169
SREBF2,AFF1,0.169
TIMM23,NDUFB5,0.169
DCP2,RPS6,0.169
PDCD11,ITFG2,0.169
EIF2B2,WDR3,0.169
ZZZ3,RPL7A,0.169
PMM2,FBXO5,0.169
TIMM23,RPL6,0.169
ACTR2,DICER1,0.169
DCP2,NUP54,0.169
TIMM23,IMP3,0.169
CALML3,LOC102724788,0.169
TIMM23,SNRPD1,0.169
NDUFB8,RPS7,0.169
CTNNB1,XPA,0.169
NXF1,MYH7,0.169
GRIN2B,STX4,0.169
RRP9,SF3B5,0.169
DCP2,HSP90AB1,0.169
CCNA1,NRG1,0.169
TIMM23,UTP18,0.169
AGO2,PES1,0.169
VPS26A,COX5B,0.169
NDUFB8,POLR2E,0.169
SREBF2,AFF4,0.169
INTS10,UMPS,0.169
H3-4,IFNGR1,0.169
RPL36A,CEP152,0.169
NDUFA13,TXNL4A,0.169
PCID2,PTCD3,0.169
RPL24,SNRPA1,0.169
CHD3,PLK4,0.169
ACTR2,VPS39,0.169
SKP2,NUP37,0.169
SNRPA1,EME2,0.169
CENPN,EP300,0.169
EIF2B2,CNOT10,0.169
FANCB,CCNB1,0.169
ERBB4,CACNG2,0.169
MLST8,PSMD12,0.169
MRPS9,TGFBRAP1,0.169
MLST8,GPKOW,0.169
RHOT1,TSTA3,0.169
ILK,NDUFA13,0.169
ERBB4,MAP2K5,0.169
NDUFA13,RPL24,0.169
NUP93,SNRPC,0.169
MLST8,TPI1,0.169
RPL28,UQCR10,0.169
SKP2,NUP107,0.169
VPS29,PIGA,0.169
RPL28,TOMM22,0.169
CYB5R3,BNIP3L,0.169
FTH1,MYD88,0.169
ISY1,CRCP,0.169
NDUFA13,ILK,0.169
TLR3,GABARAPL2,0.169
SMN1,WDR61,0.169
CENPN,CREBBP,0.169
SNRPA1,SRPRA,0.169
ACTR2,SMN2,0.169
SNAPIN,VPS16,0.169
RPL28,ACTL6A,0.169
PMM2,HSPA9,0.169
SMN1,APOC3,0.169
SNRPA1,RPL24,0.169
TNFRSF1B,NOTCH2,0.169
RHOT1,ACTL6A,0.169
CYB5R3,MRPS11,0.169
PCID2,ARMC8,0.169
TADA3,SIRT1,0.169
ILK,PARD3,0.169
RPL24,PIH1D1,0.169
VPS26A,RBM22,0.169
FTL,JAK2,0.169
HADHB,POLR2C,0.169
ITGB3,RPS6KB1,0.169
FANCE,UQCRC2,0.169
FTL,AMT,0.169
CDK1,LSM4,0.169
ACTL6A,AKAP9,0.169
FBXO5,PMM2,0.169
ITGB3,CXCR6,0.169
SF3B5,RRP9,0.169
APOB,RPL26,0.169
SMN1,FGF6,0.169
FTL,VPS35,0.169
CDK1,TNNT2,0.169
C8A,LRP5,0.169
SF3B5,API5,0.169
SF3B3,BRCA2,0.169
CDK1,CNOT1,0.169
ACTL6A,RHOT1,0.169
ACTL6A,RPL28,0.169
PDS5B,KDM1A,0.169
PSMA2,RPN2,0.169
TNFRSF1B,IL17B,0.169
MYD88,FTH1,0.169
NDUFA5,LAMTOR5,0.169
TAF8,UTP6,0.169
FGF7,RPLP0,0.169
RYR2,LGR5,0.169
CDK1,MLLT3,0.169
C8B,CRK,0.169
CDK1,IRAK2,0.169
MVK,EGFR,0.169
PRPF31,PES1,0.169
HADHB,PRPF6,0.169
PAN3,CNOT4,0.169
CENPL,TAF1A,0.169
CENPP,KMT2D,0.169
MAP3K7,NDUFA5,0.169
BRCA1,AKAP9,0.169
CENPP,KMT2C,0.169
UPF3B,GATAD2B,0.169
NUP43,POLR2H,0.169
NDUFA5,MAP3K7,0.169
WDR74,AFF4,0.169
EED,RPS20,0.169
RAD51C,GRPEL1,0.169
ALDH4A1,NOS3,0.169
POLR2J,LAMTOR4,0.169
PCNA,SNRPA,0.169
HMGCS1,RPS7,0.169
EFTUD2,PHF21A,0.169
ASF1A,RAD21,0.169
NDUFA5,SNRPG,0.169
CNOT4,PAN3,0.169
SF3B5,RBBP7,0.169
WDR74,RPS7,0.169
AVPR1A,NRXN1,0.169
CDK1,TBC1D7,0.169
EP300,RPL5,0.169
KL,ECI2,0.169
SF3B5,RPS24,0.169
KMT2D,NFRKB,0.169
TSEN54,VPS33B,0.169
TLR8,IL24,0.169
PDIA3,RIPK1,0.169
CENPX,PSMD8,0.169
SF3B3,POLR2D,0.169
EED,PSMC2,0.169
APOB,CENPK,0.169
POLR2E,NDUFB8,0.169
GRPEL1,BOP1,0.169
YEATS4,SNX3,0.169
LAMTOR3,TAF10,0.169
HADHB,PSMD4,0.169
RRAGA,CUL1,0.169
CENPW,NIP7,0.169
EZH1,DSCC1,0.169
DSP,EPHA2,0.169
LAMTOR3,MYC,0.169
FGF7,LY96,0.169
SF3B3,CCNA2,0.169
OAS2,FASLG,0.169
CENPI,MYL3,0.169
EZH1,SART1,0.169
PTK2B,IL1R1,0.169
FCHO1,TGFBRAP1,0.169
RPS24,SF3B5,0.169
ISY1,EMG1,0.169
SNRPA,EIF3H,0.169
OAS2,ITGAE,0.169
PSMB4,EIF2B1,0.169
GRPEL1,TOP3A,0.169
PDIA3,DPAGT1,0.169
EZH1,GATAD2A,0.169
RNPS1,RPA1,0.169
STAT1,ARPC4,0.169
AGO2,BOP1,0.169
GRPEL1,AMY1A,0.169
STAT1,TRIM33,0.169
SF3B3,POLR3C,0.169
MAPK1,ITGAX,0.169
STAG1,TOP3A,0.169
EZH1,AFF4,0.169
BRCA1,LRP5,0.169
RPS24,PSMB2,0.169
RNPS1,RAD51,0.169
AGO2,BRCA2,0.169
MAGOH,NGDN,0.169
IFNA17,EPHA2,0.169
RNPS1,GTF2B,0.169
LAMTOR4,POLR2J,0.169
RNPS1,NGDN,0.169
SNRPA,USP10,0.169
PRKAB2,SMG5,0.169
HAUS7,CCDC22,0.169
SRPRA,SNRPA1,0.169
RPL35A,CENPO,0.169
RNPS1,BTF3,0.169
TARBP2,APP,0.169
RNPS1,UTP4,0.169
LAMTOR4,SNRPD2,0.169
MAGOH,MRTO4,0.169
PRPF31,PATL1,0.169
RNPS1,CDK4,0.169
SNRPA,PCNA,0.169
NUP62,RELA,0.169
JAK1,AKT1S1,0.169
AGO2,EFNA1,0.169
PDIA3,EIF3H,0.169
IL3,APAF1,0.169
KMT2D,BARD1,0.169
NDUFA6,SNRPD1,0.169
EP300,CENPN,0.169
DSCC1,GEMIN2,0.169
PDIA3,PSMC6,0.169
KMT2D,CENPP,0.169
GRPEL1,RAD51C,0.169
PSMD13,COX7A2,0.169
RPL37,ARPC2,0.169
RMND5A,FOXO3,0.169
KLRB1,IL21,0.169
XRN2,INTS8,0.169
NDUFA8,DAD1,0.169
AAR2,HADHA,0.169
POLR2L,TRAPPC5,0.169
TAF6L,POLR3B,0.169
PYCARD,GABARAPL1,0.169
SUPT4H1,PRPF38A,0.169
PTK2,SUFU,0.169
AKT1S1,JAK1,0.169
RPS6KB1,NDUFS1,0.169
SLC4A1,RPL26,0.169
SNX1,ZMAT2,0.169
MAGOH,TAF4,0.169
SST,HMGCR,0.169
RPS6KB1,PSMC4,0.169
CRCP,ISY1,0.169
CRCP,EIF2B4,0.169
FADD,RANBP2,0.169
BMP7,SMC3,0.169
TRAPPC1,VPS33B,0.169
BMP7,SFTPC,0.169
HAUS4,STAT3,0.169
CENPK,APOB,0.169
NUP62,POLR3E,0.169
NUDT21,AAR2,0.169
NDUFS5,PSMC6,0.169
SRRM2,INTS8,0.169
MRPS11,CYB5R3,0.169
PYCARD,GSK3B,0.169
SDC1,CALM3,0.169
DEPTOR,RPL4,0.169
HSPA8,SRCAP,0.169
NDUFB10,GYS1,0.169
RNF7,CDKN1A,0.169
KAT14,BUD31,0.169
WDR61,CYC1,0.169
GRPEL1,NUP54,0.169
WDR61,SMN1,0.169
BMP7,TNFRSF1A,0.169
WDR61,PSMD10,0.169
WDR61,CALR,0.169
CSF1,JAG2,0.169
DEPTOR,CXCL12,0.169
WDR61,BTF3,0.169
WDR61,CDC20,0.169
DEPTOR,NOTCH2,0.169
PSMB3,CENPC,0.169
CALM3,LUM,0.169
AAR2,NUDT21,0.169
COX6A1,RPL7A,0.169
DEPTOR,RPL12,0.169
DXO,ITGB3BP,0.169
PSMB9,PARP1,0.169
CHD3,WDR26,0.169
IFNGR1,DDX23,0.169
MRPS11,NDUFB3,0.169
NDUFS5,RPS26,0.169
CDK5R1,H3-2,0.169
BSND,RSPO1,0.169
RPL5,TAF2,0.169
TXNL4A,PSMA4,0.169
NFKBIA,GRIN2A,0.169
MRPS15,CWC27,0.169
TPM1,TSC2,0.169
NUP98,SRC,0.169
GATA4,KMT2A,0.169
VAV1,XPO1,0.169
HMGCR,SMC3,0.169
AAR2,RPL7,0.169
POLR2D,SNW1,0.169
DEPTOR,MAPK1,0.169
RNF7,RPL14,0.169
POLR2D,EMC8,0.169
POLR2L,NDUFB6,0.169
RPL5,FANCD2,0.169
CALM3,SDC1,0.169
AKAP9,MTOR,0.169
POLR2L,POMP,0.169
NOS3,ITGAX,0.169
RPL11,STIP1,0.169
POLR2L,PSMD8,0.169
DAD1,RAD17,0.169
INTS13,TADA1,0.169
PSMB3,SEM1,0.169
BUD31,H3-5,0.169
EMC4,NDUFB9,0.169
HAUS3,CCNB1,0.169
PSMD2,CDC42,0.169
NOTCH4,IRF7,0.169
HMGCR,LMNA,0.169
SRRM2,SHC1,0.169
INTS13,KNTC1,0.169
NRG1,CCNA1,0.169
NOS3,ALDH4A1,0.169
NUDT21,RPS6,0.169
POLR2D,SF3B3,0.169
SNX1,EXOC2,0.169
IFNGR1,CARD11,0.169
CACNA1C,H3-3B,0.169
POLR2D,LSM3,0.169
DAD1,RPL34,0.169
TXNL4A,NDUFA13,0.169
RAE1,PSMA4,0.169
RPL5,EP300,0.169
RAB35,EXOC1,0.169
SMU1,NCL,0.169
INTS8,SRRM2,0.169
NDUFB11,RPL10A,0.169
INTS8,XRN2,0.169
TXNL4A,RPL9,0.169
NDUFA8,LAMTOR5,0.169
XRN2,MRPS5,0.169
NDUFB10,RPL7,0.169
TPM1,NOTCH2,0.169
RBBP5,HSP90AA1,0.169
RRAGA,MAPK1,0.169
INTS13,MTREX,0.169
RPS16,NDUFB7,0.169
IFNGR1,H3-4,0.169
DSP,CDC20,0.169
CARD10,RPS5,0.169
BUD31,PSMD8,0.169
NDUFS3,WDR75,0.169
FKBP1B,TOMM22,0.169
PIGA,KIT,0.169
RHEB,PSMD10,0.169
RBBP5,UTP15,0.169
RUNX1,LTBR,0.169
NDUFV1,TSTA3,0.169
NDUFS5,POLR3C,0.169
SNRPC,RFC3,0.169
NDUFB11,RPLP0,0.169
MT-ND2,B2M,0.169
NDUFV1,HSP90AA1,0.169
MRPS10,POMP,0.169
HDAC2,MYH7,0.169
NPM1,GLI1,0.169
AKAP9,BRCA1,0.169
EMC4,PSMD12,0.169
HSP90AB1,MALT1,0.169
DAD1,NDUFA8,0.169
AKAP9,ACTL6A,0.169
RUNX1,IL10RA,0.169
AP5B1,NPRL3,0.169
AKAP9,TUBA1A,0.169
XRN1,POT1,0.169
FCF1,TUBB2A,0.169
SNRPD2,UNC93B1,0.169
NABP2,BRCA2,0.169
SNRPD2,LAMTOR4,0.169
RPL13A,UBE2V2,0.169
HDAC2,PDS5A,0.169
TRAPPC2,UBE2V1,0.169
XRN1,PSMD7,0.169
CASP10,NOTCH1,0.169
FCF1,UMPS,0.169
POLR2J,CNOT9,0.169
NPM1,FANCI,0.169
RSPO1,BSND,0.169
GLI1,NPM1,0.169
HEATR1,SNRPB2,0.169
PRPF4,UPF1,0.169
SNRPB2,RPS28,0.169
NDC1,FTH1,0.169
SNRPC,NUP93,0.169
SMU1,POLR2B,0.169
FADD,TNFSF14,0.169
UTP18,SNRPD3,0.169
AKAP9,HSP90AA1,0.169
UQCRFS1,PSMB2,0.169
PSMD7,RPL10,0.169
SNRPB2,RPL8,0.169
NOTCH4,KAT5,0.169
NABP2,GAS1,0.169
SNRPB2,HEATR1,0.169
CKS1B,RPA2,0.169
NPM1,CAMK2A,0.169
FADD,RICTOR,0.169
BUD31,H3-2,0.169
ECI2,KL,0.169
EMC4,CENPC,0.169
ARPC2,RPL37,0.169
H3-4,PSMB10,0.169
TTI1,POLR2A,0.169
SUPT4H1,RAD52,0.169
HDAC2,P4HB,0.169
TAF2,KRIT1,0.169
HMGCR,SST,0.169
TAF2,CCNA1,0.169
INTS2,EXOC2,0.169
GAPDHS,CENPW,0.169
NRXN1,AVPR1A,0.169
TTI1,PARP1,0.169
NANOG,P4HA2,0.169
RPL13A,USP10,0.169
RBM15B,CASC3,0.169
RBM15B,NCBP1,0.169
BUD31,KAT14,0.169
CKS1B,TOMM5,0.169
RPL7,BMP2,0.169
FBL,WTAP,0.169
CTR9,SKIV2L,0.169
NANOG,STAT2,0.169
ITGAE,OAS2,0.169
PDHB,RPS3,0.169
NANOG,FANCA,0.169
ITGAX,NOS3,0.169
GCLC,CYB5A,0.169
ECI2,SNW1,0.169
TARBP2,CDH1,0.169
TAF2,RPL5,0.169
RPL7,NDUFB10,0.169
CTR9,IMP4,0.169
KITLG,COL1A2,0.169
ITGAX,MAPK1,0.169
ITGAX,DICER1,0.169
RPL7,AAR2,0.169
CENPH,KAT5,0.169
RPS13,TAF5,0.169
SNRPB,EIF2S1,0.169
CTR9,TOMM70,0.169
TNFRSF1A,BMP7,0.169
CENPI,PRKAA1,0.169
CNGA2,MAX,0.169
SNRPB,PSMA7,0.169
USP10,KPNA1,0.169
RPL5,TBL3,0.169
USP10,ELOC,0.169
USP10,SNRPA,0.169
CTR9,TSR2,0.169
RPL18A,COX6C,0.169
NDUFS1,RPS6KB1,0.169
TPI1,APP,0.169
DICER1,ACTR2,0.169
RPL13A,DLD,0.169
HDAC2,PSMD10,0.169
BTF3,LAMTOR2,0.169
TARBP2,INTS11,0.169
USP10,GAPDH,0.169
RPL18A,NDUFS7,0.169
ZMAT2,SNX1,0.169
HDAC2,B2M,0.169
PSMD7,XRN1,0.169
RPL29,CPSF4,0.169
NDUFS1,VPS35,0.169
BTF3,IFNAR1,0.169
NDUFS1,TOMM7,0.169
SMN2,SLU7,0.169
DAP3,PSMA4,0.169
USP10,RPL13A,0.169
HMGCR,REL,0.169
CXCR6,ITGB3,0.169
CXCR6,FLT1,0.169
CXCR6,FGF7,0.169
RPS13,ARPC3,0.169
MAPK1,RRAGA,0.169
MRPS15,ZZZ3,0.169
SMN2,ACTR2,0.169
TPI1,MLST8,0.169
TPI1,COL1A2,0.169
TBL3,XPO1,0.169
ACTR6,CWC22,0.169
GAPDHS,GABARAPL1,0.169
RPL7,ELOB,0.169
PIGA,VPS29,0.169
TBL3,RPL5,0.169
TBL3,MUS81,0.169
PSMB8,AP2S1,0.169
PDS5B,AFF4,0.169
EXOC8,TRAPPC6B,0.169
CNOT9,POLR2J,0.169
ITFG2,PDCD11,0.169
USP5,RUVBL2,0.169
CXCL12,TSC2,0.169
EME2,SNRPA1,0.169
FASLG,OAS2,0.169
RAD21,FANCG,0.169
EME2,SNRPG,0.169
EIF2B3,PES1,0.169
SNUPN,CNOT10,0.169
PTPN11,SIN3A,0.169
EXOC8,RABEP1,0.169
AP2B1,RPL14,0.169
AP2B1,AHCTF1,0.169
IFNAR1,SKP1,0.169
IFNAR1,SKIV2L,0.169
VPS33B,TSEN54,0.169
USP5,VPS33B,0.169
VPS33B,USP5,0.169
BACE1,KDM1A,0.169
IFNAR1,APP,0.169
NDUFB5,TIMM23,0.169
VPS33B,TRAPPC1,0.169
RPL5,FTH1,0.169
POLR2E,LSM5,0.169
CDH1,BABAM2,0.169
NELFA,HCFC1,0.169
IFNAR1,BTF3,0.169
CDKN3,PCSK9,0.169
AP2B1,RPS5,0.169
PSMB8,EIF2B4,0.169
CDKN3,EPAS1,0.169
RAD21,ASF1A,0.169
RPL5,NUP153,0.169
ITGAE,RBX1,0.169
CXCL12,DEPTOR,0.169
SMN2,RACK1,0.169
CDKN3,MYD88,0.169
CD70,NELFCD,0.169
G3BP1,RIPK1,0.169
RIPK1,TUBA1A,0.169
RAN,NDUFV2,0.169
GNB3,IL1B,0.169
SUPT4H1,CNOT2,0.169
PTPN11,CRBN,0.169
API5,SF3B5,0.169
API5,RPS29,0.169
API5,LSM8,0.169
MADCAM1,FASLG,0.169
SNRPD1,NDUFA6,0.169
RPTOR,IGFBP3,0.169
GNB3,CTNNB1,0.169
GNB3,CCRL2,0.169
RPL11,FANCG,0.169
API5,MAPK7,0.169
RIPK1,G3BP1,0.169
RPS26,ELOC,0.169
RIPK1,KDR,0.169
NFKBIE,GABARAPL2,0.169
SRPRB,CYB5B,0.169
GTF2B,TRAPPC4,0.169
PDS5B,XPOT,0.169
RIPK1,NOTCH2,0.169
HMGCR,PSMC1,0.169
RPTOR,TLR9,0.169
XIAP,ELOB,0.169
GNB3,ERBB2,0.169
SART1,CDC20,0.169
ARPC3,RPS13,0.169
GNB3,PSMB1,0.169
MAPKAP1,UBQLN4,0.169
PSMD1,NDUFV2,0.169
TOMM20,ADRM1,0.169
TOMM20,RPL27A,0.169
RIPK1,PDIA3,0.169
CCRL2,GNB3,0.169
CCRL2,FLT1,0.169
PDHA1,PHKG2,0.169
ARPC3,H3-3B,0.169
SNRPD1,TIMM23,0.169
FASLG,FGFR1,0.169
SF3B1,RPS23,0.169
SF3B1,INTS14,0.169
RPTOR,XRCC3,0.169
SNRPD1,CCNA2,0.169
RPS26,NDUFS5,0.169
METTL14,NUP54,0.169
METTL14,PES1,0.169
XIAP,PSMC2,0.169
SGF29,KDM6A,0.169
PSMC1,HMGCR,0.169
CALML6,CNOT1,0.169
POLR2J,PPIE,0.169
BOP1,PSMB1,0.169
METTL14,UPF1,0.169
FGF6,BACE1,0.169
SRPRB,TMEM30A,0.169
BOP1,GRPEL1,0.169
RAN,CRK,0.169
BOP1,POLR2H,0.169
TOMM20,UBL5,0.169
BOP1,AGO2,0.169
PSMC1,CCND3,0.169
CAMK2A,NPM1,0.169
RPS26,DDX23,0.169
NRG2,FGFR2,0.169
RPS28,SNRPB2,0.169
COX7C,HIF1A,0.169
EPAS1,IL6ST,0.169
NFKBIE,RIPK3,0.169
G3BP1,SS18,0.169
METTL14,INTS10,0.169
RPL7A,IFNG,0.169
NRXN2,GIT1,0.169
FBL,KDM1A,0.169
TIMM50,SHC1,0.169
TOP3A,GRPEL1,0.169
RPS5,RND1,0.169
NDUFA3,PHKB,0.169
GTF2B,DCP1A,0.169
HLA-A,SART1,0.169
GTF2B,INO80C,0.169
LSM7,TOMM6,0.169
SNAP25,H3-2,0.169
XIAP,KDM1A,0.169
IRF7,NOTCH4,0.169
RB1,AHCTF1,0.169
RPS5,AP2B1,0.169
NUP54,DCP2,0.169
GRB2,PSMC2,0.169
IGFALS,RBM22,0.169
NDUFB4,RPL27,0.169
CNOT2,SS18,0.169
LSM7,PSMA5,0.169
PTPN11,GNA12,0.169
GRB2,FANCA,0.169
GRB2,P4HB,0.169
CNOT2,RPL4,0.169
CNOT2,UBE2V2,0.169
RPL7A,COX6A1,0.169
EPAS1,CDKN3,0.169
EPAS1,TNFRSF10B,0.169
TAL1,TNF,0.169
TAF1C,POMP,0.169
G3BP1,IFNG,0.169
NFKBIA,FTL,0.169
GTF2B,RNPS1,0.169
TAF5,RPS13,0.169
AP2S1,CDKN1A,0.169
CNOT2,SUPT4H1,0.169
NUP107,CWC22,0.169
CASP3,SETD1A,0.169
BRCA2,CFLAR,0.169
NDUFA12,RPL4,0.169
CAMK2A,RICTOR,0.169
RPLP2,NDUFA9,0.169
CHD3,RAD23B,0.169
TAF5,PWP2,0.169
IMP4,CTR9,0.169
FGF6,SMN1,0.169
DICER1,TNNT2,0.169
RPS5,UQCRC2,0.169
SNAP25,H3C13,0.169
NUP107,SKP2,0.169
ERCC2,POT1,0.169
TUBA1A,AKAP9,0.169
SART1,EZH1,0.169
DSCC1,EZH1,0.169
MYL2,SYNE1,0.169
GABARAPL2,PSMA4,0.169
SART1,HLA-A,0.169
TRAPPC6B,EXOC8,0.169
ACTB,TAF10,0.169
NUP107,SLF1,0.169
RPS5,CARD10,0.169
BCKDHA,MDM2,0.169
PGK1,NDUFB2,0.169
COL1A2,CALML4,0.169
EMC8,RPL12,0.169
OTUB1,FANCI,0.169
COL1A2,TPI1,0.169
NDUFA1,ECI1,0.169
EZH2,MYH7,0.169
COL1A2,KITLG,0.169
NGDN,MAGOH,0.169
SKIV2L,CTR9,0.169
RPL17,RBBP7,0.169
NUP54,METTL14,0.169
COL1A2,CX3CL1,0.169
RPS7,PSMD10,0.169
PDHA1,RUVBL2,0.169
FBL,MTOR,0.169
NUP54,RPS28,0.169
INO80E,POLR2B,0.169
ARPC4,MAPK1,0.169
RPL7A,WDR33,0.169
RPS7,HMGCS1,0.169
RUVBL1,PSMD10,0.169
MTA2,CRNKL1,0.169
AP2S1,PSMB8,0.169
IFNG,RPL7A,0.169
IFNG,G3BP1,0.169
OTUB1,IL1B,0.169
UTP6,TAF8,0.169
ARPC4,STAT1,0.169
SKIV2L,NDUFA12,0.169
BCKDHA,RPL8,0.169
COL1A2,CALML6,0.169
PHKG2,PDHA1,0.169
SUN1,RTF1,0.169
RPS7,WDR74,0.169
EMC8,POLR2D,0.169
MFAP1,ADRM1,0.169
RPS28,NUP54,0.169
RPL17,POLR2H,0.169
NUP160,SLF1,0.169
IGFBP3,RPTOR,0.169
RPL7A,ZZZ3,0.169
BRCA2,AGO2,0.169
FASLG,MADCAM1,0.169
TUBA1A,RIPK1,0.169
TUBA1A,CASP1,0.169
DICER1,ITGAX,0.169
NGDN,RNPS1,0.169
CUL4A,PRPF19,0.169
TIMM17A,RPL15,0.169
TAF1B,NOL10,0.169
NUP160,RPN1,0.169
RPL26,NOL6,0.169
NDUFB9,EMC4,0.169
SHH,SLC3A2,0.169
AP2S1,TOMM40,0.169
DCAF1,NCBP2,0.169
LUM,CALM3,0.169
SKIV2L,IFNAR1,0.169
TAF1B,NIP7,0.169
NDUFB2,MTOR,0.169
RPS7,NDUFB8,0.169
RPL10,PSMD7,0.169
DCAF1,RPL23,0.169
SUN1,NOC4L,0.169
P4HA2,NANOG,0.169
VPS39,CASC3,0.169
TRAPPC4,GTF2B,0.169
NDUFB2,PGK1,0.169
TBC1D7,CDK1,0.169
PDHA1,POLR1D,0.169
CUL4A,NDUFA10,0.169
NFKBIA,PRKAB1,0.169
TUBA1A,RPL35A,0.169
BRCA2,SF3B3,0.169
MFAP1,POLR1C,0.169
SNAP25,H3-5,0.169
DAP3,POLR2H,0.169
RPL10,UBE2N,0.169
VPS39,ACTR2,0.169
EFNA1,AGO2,0.169
RUVBL1,LEO1,0.169
P4HB,HDAC2,0.169
SRRM1,NOP56,0.169
UBA52,CWC27,0.169
RPS18,EDC3,0.169
RACK1,SMN2,0.169
RPL26,APOB,0.169
UBC,SF3B2,0.169
TOMM70,SKP2,0.169
UTP18,LSM2,0.169
SRRT,RPS20,0.169
RPL11,PPP2R1A,0.169
MLLT1,TRIM33,0.169
NUP205,CHD4,0.169
NUP205,GAPDH,0.169
SRRT,RPS29,0.169
RACK1,PARP1,0.169
RAD51,MLLT3,0.169
CALML6,PPIE,0.169
NDUFA12,SKIV2L,0.169
RAD17,DAD1,0.169
RAD17,RPLP0,0.169
RPL26,SMC3,0.169
GABARAPL2,NFKBIE,0.169
P4HB,CCND1,0.169
NUP54,GRPEL1,0.169
BRCA2,NABP2,0.169
GPI,BCL2,0.169
RUVBL1,BRCC3,0.169
CWC27,MRPS15,0.169
RPL32,PIH1D1,0.169
P4HB,TSTA3,0.169
RPL26,SLC4A1,0.169
PSMD1,NOP58,0.169
ACTR6,RBBP7,0.169
MLLT1,BCAR1,0.169
H3-5,SNAP25,0.169
POLR2K,NDUFA2,0.169
CHD3,DDB1,0.169
WDR3,HSPD1,0.169
HAUS5,KANSL2,0.169
NDUFA10,CUL4A,0.169
TOP3A,GART,0.169
RAD51,RNPS1,0.169
H3-4,IFNGR2,0.169
NDUFA10,SLU7,0.169
RPL32,EMG1,0.169
NUP205,PRPF38A,0.169
H3-5,BUD31,0.169
BRCA2,USP14,0.169
WDR3,EIF2B2,0.169
CWC27,UBA52,0.169
P4HB,H3C12,0.169
ERCC3,UPF1,0.169
BACE1,FGF6,0.169
GABARAPL2,TLR3,0.169
CWC27,CENPU,0.169
PCGF6,LIF,0.169
HSP90AA1,NDUFV1,0.169
CWC27,IRAK1,0.169
NOP58,PSMD1,0.169
APOA1,CCNB1,0.169
MFAP1,PSMA6,0.169
